date,close,high,low,open,volume,sma5,sma10,sma15,sma20,ema5,ema10,ema15,ema20,upperband,middleband,lowerband,HT_TRENDLINE,KAMA10,KAMA20,KAMA30,SAR,TRIMA5,TRIMA10,TRIMA20,ADX5,ADX10,ADX20,APO,CCI5,CCI10,CCI15,macd510,macd520,macd1020,macd1520,macd1226,MFI,MOM10,MOM15,MOM20,ROC5,ROC10,ROC20,PPO,RSI14,RSI8,slowk,slowd,fastk,fastd,fastksr,fastdsr,ULTOSC,WILLR,ATR,Trange,TYPPRICE,HT_DCPERIOD,BETA
2022-05-17 10:47:00+05:30,900.85,900.85,899.5,899.8,53651,899.95,900.3200000000004,899.9033333333335,900.2575,900.2303670356216,900.2204903266281,900.3015564058989,900.2184343218418,901.1747448715818,899.95,898.7252551284183,900.8474752964428,900.4489277009046,902.1390872082329,901.4572263128541,862.0,899.8333333333317,900.331666666667,899.9331818181812,27.594046843465446,23.26238216113495,19.90097769199275,-0.8862179487177855,83.92018779341673,19.557823129245946,51.4414923685724,0.009876708993488137,0.011932703945717549,0.001185271985491454,0.06718406277650502,0.5281815629882658,69.78864986487238,1.1499999999999773,1.6499999999999773,-2.75,-0.016648168701438593,0.1278203845726411,-0.3043382027445807,-0.09835496431118056,53.24503480152944,54.16327258148556,62.38993710691803,42.7136874306685,93.33333333333435,62.38993710691803,100.0,64.98080980032829,53.63653380640567,-25.842696629212707,1.9719143739594145,1.3500000000000227,900.4,23.162789770549857,1.0504991548902454
2022-05-17 10:48:00+05:30,900.8,900.95,900.35,900.75,37108,900.0799999999999,900.5000000000003,900.0700000000002,900.0975000000001,900.4202446904144,900.3258557217866,900.3638618551615,900.2738215292854,901.4865560782642,900.0799999999999,898.6734439217356,900.8962961766495,900.4605985971526,902.1033645433087,901.4498260969992,862.0,900.0944444444427,900.2300000000002,899.9609090909084,22.41634441102567,22.335720518060015,19.105678603899456,-0.6551282051281078,105.52268244578126,40.830449827014974,67.30769230770785,0.09438896862775437,0.14642315457285804,0.05132177475502431,0.07609455725548742,0.5323819584835974,66.65966618161627,1.7999999999999545,2.5,-3.2000000000000455,0.07221018719101302,0.2002224694104493,-0.3539823008849585,-0.07271418132866656,53.061611133603556,53.75521310691545,77.72727272727106,57.815772627092734,93.1818181818142,77.72727272727106,96.97741839097296,79.78656774884121,56.33690995218503,-27.272727272728446,1.8739204901051723,0.6000000000000227,900.7000000000002,22.487327372246263,1.118431557845154
2022-05-17 10:49:00+05:30,901.9,901.95,900.5,900.9,118123,900.6699999999998,900.4950000000005,900.2166666666668,900.0250000000002,900.9134964602763,900.6120637723709,900.5558791232663,900.4286956693535,902.1580860196242,900.6699999999998,899.1819139803755,900.8952132107022,900.467374809885,902.100980119706,901.4556365892245,862.0,900.6277777777759,900.1883333333337,900.0336363636358,24.898529967740615,20.40941553176389,18.601123036652556,-0.3910256410256352,132.28894691033113,122.39422084622063,116.44634525661073,0.3014326879053897,0.4848007865520003,0.18278521577053652,0.11498090636985125,0.6173551235185641,74.33767240567421,-0.05000000000006821,2.199999999999932,-1.4500000000000455,0.32816063184826216,-0.005543544542385703,-0.16051364365972098,-0.04340472343008253,56.60352561277916,61.119989572011,94.94949494949321,78.35556826122745,98.33333333333107,94.94949494949321,100.00000000000001,98.99247279699095,61.1357180924258,-2.272727272727801,1.8436404550976633,1.4500000000000455,901.4499999999999,21.851320030703565,-0.5044751461933964
2022-05-17 10:50:00+05:30,902.4,903.0,901.15,902.0,179230,901.1499999999999,900.6400000000006,900.4633333333334,900.0900000000004,901.4089976401842,900.9371430864853,900.786394232858,900.6164389389388,902.9742806805996,901.1499999999999,899.3257193194002,900.9174305555556,900.5386032625252,902.10443739662,901.460228878054,862.0,901.1222222222203,900.3266666666672,900.132272727272,31.060537848668094,20.117116747327856,18.370326863791544,-0.05192307692323084,117.9245283018916,173.7588652482387,158.29528158295724,0.47185455369890406,0.7925586983315043,0.32022723979901,0.15927806481909101,0.7167801944317489,75.91174178441015,1.4499999999999318,3.699999999999932,1.2999999999999545,0.2666666666666595,0.16094122870302652,0.14426811674619344,-0.005763934846205417,58.149397877931165,64.09078005822087,91.45743145742917,88.04473304473116,82.8571428571422,91.45743145742917,100.0,98.99247279699095,65.54080671816642,-11.11111111111158,1.8440947083049746,1.8500000000000227,902.1833333333334,21.31973752413402,-0.19817487638404405
2022-05-17 10:51:00+05:30,901.8,902.1,901.25,902.0,53739,901.5499999999998,900.7650000000006,900.6533333333333,900.2325000000003,901.5393317601228,901.0940261616698,900.9130949537507,900.7291590399923,902.8021980679456,901.5499999999998,900.2978019320541,900.9424084249085,900.5756088313955,902.0958871557195,901.4631795759951,862.0,901.6388888888869,900.5633333333337,900.2436363636357,35.990144153410085,19.854047841335422,18.151070499573585,0.0009615384612970956,48.04804804804586,97.85932721712004,105.58464223384982,0.4453055984529328,0.8101727181879141,0.3644769244295958,0.17459333829583557,0.7386456466351774,70.97575181814462,1.25,2.849999999999909,2.849999999999909,0.22227161591463762,0.13880406418300684,0.3170365426330646,0.00010674728218739906,55.59031572818694,58.01174340328258,82.30158730158591,89.56950456950278,65.71428571428442,82.30158730158591,49.701465915462016,83.23382197182063,68.17790719993324,-22.22222222222316,1.7945165148546176,1.1499999999999773,901.7166666666666,20.880196369362096,0.10553437691499581
2022-05-17 10:52:00+05:30,901.45,901.9,901.1,901.8,46964,901.6699999999998,900.8100000000006,900.77,900.3450000000003,901.5095545067485,901.1587486777298,900.9802080845319,900.797810559993,902.7313199337676,901.6699999999998,900.6086800662321,900.9205112942612,900.5849763052975,902.0822319722081,901.4630566324661,862.0,901.8722222222202,900.8450000000004,900.3445454545448,37.855297170228184,19.317029495930843,17.893914694521,0.14647435897404648,-4.385964912277046,64.45749440716259,76.61208813420978,0.3508058290186682,0.7117439454605119,0.3606188654431435,0.17422277100911288,0.7194388568044587,74.94844225124865,0.4500000000000455,1.75,2.25,0.06660376311262706,0.04994450610433798,0.250222419928825,0.016263044242562946,54.094783187051355,54.56161571871473,63.36028751123067,79.0397687567486,41.50943396226536,63.36028751123067,20.306905642216364,56.669457185892746,65.04835567089344,-36.0465116279063,1.7234796209364274,0.7999999999999545,901.4833333333332,20.48901334810292,0.19038365562223172
2022-05-17 10:53:00+05:30,900.45,901.75,900.2,901.2,57272,901.5999999999998,900.8400000000007,900.8666666666667,900.4525000000003,901.1563696711656,901.029885281779,900.9139320739654,900.7646857447555,902.900769004141,901.5999999999998,900.2992309958586,900.9005822386425,900.5838839904637,902.0496210084209,901.4404110699547,862.0,901.7166666666645,901.1200000000005,900.4318181818176,30.91630157392472,17.603540151869932,17.3593747638577,0.25929487179462285,-143.04461942254963,3.7518037518202254,2.3887352275777602,0.12648438938663276,0.3916839255467721,0.2649383306013533,0.14209341987134394,0.6164199889108204,65.91820683925529,0.3000000000000682,1.4500000000000455,2.150000000000091,-0.0388543516873785,0.0333277787035513,0.23934097740176963,0.02879337602865041,49.9592696527846,45.68894638780607,38.717430368373805,61.459768393730144,8.928571428571573,38.717430368373805,0.0,23.33612385255941,58.74741047579117,-59.99999999999893,1.7110882194409651,1.5499999999999545,900.8000000000001,20.13731996740536,0.3278283986866624
2022-05-17 10:54:00+05:30,898.8,900.35,897.8,900.35,147334,900.9799999999998,900.8250000000007,900.6566666666665,900.4075000000003,900.3709131141104,900.6244515941828,900.6496905647197,900.5775728166835,903.5007935262395,900.9799999999998,898.4592064737601,900.817198275862,900.5734498812311,902.0195424195576,901.3561687603609,862.0,901.1166666666646,901.2700000000003,900.5009090909085,35.562501511984735,19.0091496026049,16.806721097692193,0.27596153846127436,-149.6350364963453,-147.50877192983683,-157.0472605604455,-0.2535384800723932,-0.2066597031487163,0.046665063153909614,0.06585895236491979,0.39705853983264205,52.225215924301395,-0.15000000000009095,-3.150000000000091,-0.900000000000091,-0.34371881583323827,-0.01668613382280748,-0.10003334444815826,0.03065093180965721,43.9842434292205,34.96647647358561,23.22292487386868,41.7668809178244,19.230769230769063,23.22292487386868,0.0,6.768968547405405,52.15636360344196,-80.76923076923093,1.77815334662376,2.650000000000091,898.9833333333332,19.830011516412046,0.9528309036601224
2022-05-17 10:55:00+05:30,898.25,898.9,898.0,898.5,76526,900.1499999999996,900.6500000000008,900.4766666666666,900.3850000000002,899.6639420760736,900.1927331225132,900.3497292441297,900.3558992150946,902.9692197506846,900.1499999999996,897.3307802493147,900.6756342364533,900.4670589721619,901.9949382403564,901.2529914407455,862.0,900.2111111111091,901.1833333333337,900.5609090909086,39.27946146243275,20.27419810826637,16.281700114834962,0.31378205128169157,-99.05660377357626,-157.001414427146,-166.72620110734158,-0.5287910464396646,-0.6919571394047352,-0.16334094977310087,-0.011646417177189505,0.17679462913235966,51.54794578989327,-1.75,-2.7000000000000455,-0.4500000000000455,-0.4598847517730431,-0.19444444444444153,-0.05007232669411721,0.034859234919869246,42.17362036675392,32.09690199195577,12.874818979470447,24.938391407237656,10.465116279070658,12.874818979470447,0.0,-4.973799150320701e-14,50.32279361341767,-91.34615384615304,1.715428107579204,0.8999999999999773,898.3833333333333,19.532593120128002,0.35691361932899657
2022-05-17 10:56:00+05:30,898.9,898.9,898.15,898.55,33553,899.5699999999995,900.5600000000007,900.3666666666666,900.3825000000003,899.4092947173824,899.9576907366018,900.1685130886135,900.2172421469903,901.9520999148,899.5699999999995,897.187900085199,900.5158620689656,900.4377437178664,901.9813412510696,901.1748323422985,862.0,899.349999999998,900.9200000000003,900.6009090909085,42.25302942279116,21.41274176336169,15.78293018112059,0.394230769230262,-56.805399325077914,-110.9422492401229,-118.10466760961343,-0.5483960192193535,-0.8079474298637024,-0.2596944753636308,-0.05352094881254743,0.05406028736854296,50.624180615947424,-0.8999999999999773,-1.6499999999999773,-0.05000000000006821,-0.32157906409403525,-0.10002222716158915,-0.005562044607609895,0.04380070465713368,45.052441437931066,38.87246133770217,18.841717934174365,18.313153929171175,26.82926829268333,18.841717934174365,24.14882771566169,8.049609238553847,48.67859273477963,-78.8461538461536,1.6464689570378324,0.75,898.65,19.18814504345777,0.6015386606238711
